custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id
NA,admin.,divorced,high.school,no,no,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,999,0,9793
35,technician,divorced,basic.4y,no,yes,no,cellular,nov,tue,1,9,4,success,-1.1,94.767,-50.8,1.035,4963.6,0.3,8,9794
33,admin.,single,NA,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,9795
45,management,married,basic.4y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9796
NA,admin.,single,university.degree,unknown,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9797
36,entrepreneur,married,NA,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9798
44,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,9799
NA,admin.,unknown,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9800
34,technician,divorced,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9801
56,management,married,university.degree,unknown,no,yes,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9802
33,admin.,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,9803
35,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,5,9804
36,technician,married,professional.course,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,9805
33,technician,divorced,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,9806
34,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,9807
28,unemployed,single,high.school,no,no,yes,cellular,may,NA,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.1,1,9808
42,housemaid,married,NA,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,9809
54,retired,married,NA,no,no,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,999,0,9810
48,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9811
37,technician,married,NA,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9812
37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999,0,9813
45,technician,married,NA,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,9814
32,blue-collar,married,NA,no,no,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9815
30,management,single,university.degree,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,9816
NA,technician,single,high.school,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,9817
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9818
25,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,18,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,9819
38,technician,married,professional.course,unknown,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,9820
35,admin.,single,professional.course,no,yes,no,cellular,nov,fri,3,999,4,failure,-1.1,94.767,-50.8,1.04,4963.6,999,16,9821
46,technician,single,professional.course,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,9822
NA,services,married,high.school,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,0,9823
NA,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,9824
37,admin.,married,NA,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9825
31,technician,single,professional.course,no,no,no,cellular,aug,NA,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,9826
69,retired,married,professional.course,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,999,0,9827
32,management,single,university.degree,no,no,no,cellular,mar,mon,2,999,1,failure,-1.8,92.843,-50,1.703,5099.1,999,3,9828
41,blue-collar,married,unknown,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9829
54,management,divorced,NA,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9830
43,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9831
NA,admin.,single,high.school,no,yes,no,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,9832
NA,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,9833
41,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,8,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,0,9834
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9835
46,technician,married,basic.6y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999,0,9836
26,admin.,married,high.school,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,9837
39,admin.,single,university.degree,no,yes,no,cellular,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9838
NA,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,0.1,1,9839
53,admin.,single,NA,unknown,yes,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,9840
NA,housemaid,divorced,NA,no,no,no,cellular,apr,NA,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9841
30,services,divorced,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9842
46,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,9843
57,technician,married,NA,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,9844
34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9845
32,technician,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,9846
38,admin.,divorced,NA,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,9847
39,services,single,high.school,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9848
NA,student,single,high.school,unknown,yes,yes,telephone,may,thu,2,1,1,success,-1.8,93.876,-40,0.699,5008.7,0.03333333333,2,9849
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,9850
29,admin.,single,university.degree,no,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,9851
32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,0.1,4,9852
39,admin.,married,high.school,no,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,9853
30,admin.,single,NA,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,3,9854
NA,admin.,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9855
38,admin.,divorced,university.degree,no,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9856
45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,9857
36,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9858
39,technician,single,professional.course,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9859
44,admin.,divorced,NA,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,0,9860
38,unemployed,divorced,professional.course,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9861
36,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9862
35,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,9863
30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9864
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999,0,9865
39,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,9866
42,unknown,single,university.degree,no,no,no,cellular,jul,NA,6,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,999,0,9867
40,admin.,single,university.degree,unknown,no,no,telephone,jun,NA,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9868
34,admin.,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,9869
NA,retired,divorced,university.degree,no,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,9870
43,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9871
NA,admin.,married,NA,no,no,no,telephone,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,999,0,9872
NA,admin.,married,high.school,no,no,no,cellular,sep,mon,1,999,2,failure,-1.1,94.199,-37.5,0.882,4963.6,999,2,9873
NA,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,9874
40,admin.,single,high.school,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,9875
29,services,single,high.school,no,no,no,telephone,apr,tue,1,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,999,0,9876
NA,entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9877
40,services,married,NA,no,no,no,cellular,nov,wed,6,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,9878
31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,9879
56,technician,married,unknown,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9880
38,services,married,basic.6y,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,9881
NA,admin.,single,university.degree,no,no,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,9882
NA,technician,married,NA,no,no,no,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9883
NA,services,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,9884
NA,admin.,single,NA,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,9885
44,management,married,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9886
31,services,single,high.school,unknown,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,2,9887
34,technician,single,university.degree,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,999,0,9888
45,services,divorced,high.school,no,no,no,telephone,may,fri,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,9889
NA,services,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,9890
55,retired,married,high.school,no,yes,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,9891
38,student,single,unknown,no,no,yes,cellular,mar,mon,1,3,4,success,-1.8,93.369,-34.8,0.639,5008.7,0.1,8,9892
NA,technician,single,professional.course,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9893
39,technician,divorced,NA,no,no,yes,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5,5195.8,999,0,9894
37,unemployed,single,NA,unknown,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9895
42,retired,married,basic.9y,unknown,no,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9896
53,unemployed,married,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9897
32,admin.,single,university.degree,no,unknown,unknown,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,999,0,9898
45,services,married,NA,no,yes,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,9899
NA,management,married,NA,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,9900
NA,admin.,single,university.degree,no,yes,no,cellular,aug,wed,12,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,9901
31,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,9902
51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,9903
NA,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,9904
40,blue-collar,married,NA,unknown,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9905
47,management,married,university.degree,no,no,no,cellular,nov,NA,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,9906
NA,blue-collar,married,NA,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9907
61,admin.,married,university.degree,no,yes,yes,telephone,aug,wed,1,6,2,success,-1.7,94.027,-38.3,0.903,4991.6,0.2,6,9908
36,technician,divorced,professional.course,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9909
75,retired,married,NA,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,999,0,9910
NA,blue-collar,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9911
28,student,married,university.degree,unknown,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,1,9912
NA,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,9913
NA,services,married,high.school,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9914
34,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,9915
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,10,1,success,-1.8,92.893,-46.2,1.334,5099.1,0.3333333333,0,9916
35,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9917
39,blue-collar,divorced,NA,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9918
NA,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,9919
42,technician,single,high.school,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9920
35,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,9921
60,housemaid,married,high.school,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9922
47,blue-collar,married,basic.6y,unknown,yes,yes,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9923
35,technician,single,NA,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9924
39,services,married,high.school,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9925
NA,services,single,NA,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9926
55,blue-collar,married,NA,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,9927
39,blue-collar,married,basic.6y,no,no,yes,cellular,may,NA,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,9928
NA,admin.,married,NA,no,unknown,unknown,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,9929
34,entrepreneur,married,university.degree,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,9930
39,management,married,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,9931
NA,technician,married,basic.9y,no,no,no,cellular,mar,wed,3,999,0,nonexistent,-1.8,93.369,-34.8,0.644,5008.7,999,0,9932
33,admin.,divorced,NA,no,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,9933
26,admin.,single,NA,no,no,no,telephone,apr,fri,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9934
NA,technician,married,professional.course,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,9935
NA,technician,married,NA,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,9936
48,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,9937
62,housemaid,married,NA,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,999,0,9938
35,services,married,high.school,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,9939
NA,admin.,married,high.school,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,9940
32,entrepreneur,married,NA,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9941
27,admin.,single,university.degree,no,yes,no,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999,0,9942
45,services,married,high.school,unknown,no,no,telephone,jun,NA,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,9943
59,management,married,NA,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999,0,9944
NA,technician,divorced,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9945
42,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,9946
44,blue-collar,single,unknown,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,9947
31,student,married,high.school,no,no,no,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,9948
NA,retired,married,professional.course,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9949
34,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,9950
51,admin.,married,high.school,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,9951
NA,blue-collar,married,NA,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9952
32,admin.,single,university.degree,no,yes,yes,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,9953
45,blue-collar,married,NA,unknown,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9954
43,unemployed,single,university.degree,no,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9955
31,blue-collar,married,NA,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9956
45,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,9957
50,technician,married,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9958
47,admin.,single,university.degree,no,no,no,cellular,aug,NA,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,9959
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,9960
NA,admin.,single,NA,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,9961
62,retired,married,university.degree,unknown,yes,yes,cellular,aug,NA,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,9962
39,admin.,married,NA,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9963
56,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9964
29,technician,divorced,professional.course,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,2,9965
45,blue-collar,married,NA,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,9966
58,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,9967
NA,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,1,11,1,success,-1.8,92.893,-46.2,1.313,5099.1,0.3666666667,2,9968
39,admin.,married,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,9969
40,services,divorced,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,9970
38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,999,0,9971
47,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,9972
NA,blue-collar,married,NA,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999,0,9973
NA,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9974
NA,student,single,NA,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,9975
NA,blue-collar,married,high.school,no,no,yes,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,9976
NA,admin.,single,university.degree,no,no,yes,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,9977
NA,management,single,university.degree,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,9978
24,services,single,professional.course,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9979
42,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,9980
36,management,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,999,0,9981
33,admin.,married,university.degree,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,9982
50,admin.,married,university.degree,unknown,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,9983
45,technician,married,professional.course,no,no,yes,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,9984
34,admin.,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,9985
53,blue-collar,married,NA,no,no,no,telephone,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,999,0,9986
33,blue-collar,married,high.school,no,unknown,unknown,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,9987
31,blue-collar,single,NA,no,yes,no,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999,0,9988
30,admin.,single,high.school,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,9989
